Title,Summary,Date,Author,Source,URL,Title Length,Summary Length,Language
Sales of Macs and iPads Lead Apple’s Quarterly Revenue Up 5%,"This spring, Apple updated its iPads and Macs with faster processors and new features.
On Thursday, the tech giant said sales of iPads and Macs jumped by more than 12 percent during the three months that ended in June, helping the company bounce back after a series of lackluster quarters.
Apple reported that sales rose 5 percent, to $85.78 billion, while profit increased 8 percent, to $21.45 billion.
The results exceeded Wall Street analysts’ expectations for $20.65 billion in profit during the quarter.
The company said it expected revenue to increase in the current quarter, which ends in September.",08/01/2024,Tripp Mickle,www.nytimes.com,https://www.nytimes.com/2024/08/01/technology/apple-quarterly-revenue-up-5.html,60,606,en
Don Lemon Sues Elon Musk Over Canceled X Deal,"Lemon agreed in January to take his new show to X, which Mr. Musk owns, as part of the platform’s effort to create premium content to attract advertisers.
Mr. Musk agreed to pay Mr.
Mr. Musk also agreed to be Mr. Lemon’s first guest on the show.
Shortly after, Mr. Musk canceled the deal.
Mr. Musk told him during a phone call that there was no need to “fill out paperwork” and reassured Mr.",08/01/2024,Kate Conger,www.nytimes.com,https://www.nytimes.com/2024/08/01/technology/don-lemon-elon-musk-lawsuit.html,45,391,en
Don’t Let Your Smartphone Keep You Up at Night,"The sleep-monitoring feature of smartwatches and other wearable gadgets can track how much shut-eye you’re getting — but what if you have trouble just falling asleep in the first place?
While not meant to replace medical guidance, current smartphones come with tools intended to gently ease you into slumberland by putting you in the right frame of mind.
Set a ScheduleAlong with encouraging watching what you eat and drink before bed, many doctors advise turning in and waking up at regular times each day.
But you don’t have to remember to set reminders or a nightly alarm, since most smartphones let you set up a routine sleep schedule for the week.
The schedules can vary — if you like to grab an extra hour on the weekends, you can have different bedtimes and wake-up alarms for specific days.",07/31/2024,J. D. Biersdorfer,www.nytimes.com,https://www.nytimes.com/2024/07/31/technology/personaltech/smartphone-sleep-features.html,46,798,en
"The Zoom Election, Google DeepMind’s Math Olympiad and HatGPT Olympics Edition","Then, Pushmeet Kohli, a computer scientist at Google DeepMind, joins us for a conversation about how his team’s new A.I.
models just hit a silver medal score on the International Mathematical Olympiad exam.
And finally, it’s time for a new round of HatGPT!
This time, it’s a special Olympics tech edition.
Guest:Pushmeet Kohli, vice president of research at Google DeepMindAdditional Reading:",08/02/2024,"Kevin Roose, Casey Newton, Whitney Jones, Rachel Cohn, Jen Poyant, Alyssa Moxley, Dan Powell, Elisheba Ittoop, Marion Lozano, Rowan Niemisto",www.nytimes.com,https://www.nytimes.com/2024/08/02/podcasts/hard-fork-zoom-election-deepmind-math-hatgpt-olympics.html,78,392,en
The Wall Street Journal Kept Gershkovich’s Detention Front and Center,"For more than a year, the top of The Wall Street Journal’s website has featured prominent coverage of the imprisonment of Evan Gershkovich, one of the news organization’s reporters.
His image and the words #IStandWithEvan appear on a large screen in The Journal’s New York newsroom.
The maneuvering behind the international prisoner swap on Thursday, involving Mr. Gershkovich and around two dozen others, was far outside the bounds of what The Wall Street Journal could do to help him.
But since Russia imprisoned Mr. Gershkovich in March 2023, The Journal has pushed to keep his detainment top of mind.
The organization has operated letter-writing campaigns, launched social media blitzes and staged a 24-hour read-a-thon of Mr. Gershkovich’s reporting.",08/01/2024,"Katie Robertson, More About Katie Robertson",www.nytimes.com,https://www.nytimes.com/2024/08/01/technology/wsj-reporter-evan-gershkovich.html,69,755,en
Elon Musk Blasts Venezuela’s Maduro in an Escalating War of Words,"Over the last four days, Elon Musk has spoken out more than 50 times about President Nicolás Maduro of Venezuela — and the comments have been far from flattering.
“Shame on Dictator Maduro,” Mr. Musk wrote on X on Sunday, as results came in from Venezuela’s presidential election, which has been criticized as deeply flawed.
Mr. Musk, the 53-year-old chief executive of Tesla and SpaceX, has often criticized heads of state, including President Biden, on X.
But the attacks against Mr. Maduro, who is one of the prominent symbols of the left in Latin America, stood out for their sudden volume and aggression.
They were part of a pattern by Mr. Musk of denouncing leftist ideals and socialism.",08/01/2024,"Ryan Mac, Simon Romero",www.nytimes.com,https://www.nytimes.com/2024/08/01/technology/elon-musk-maduro-venezuela.html,65,693,en
The Apple of One Business Reporter’s Eye,"Tripp Mickle, however, focuses on just one company: Apple.
Despite having a specific beat, Mr. Mickle’s work still finds a wide audience.
“It’s this incredible company that has such influence in our lives,” Mr. Mickle said in an interview.
“And it’s a fortress of secrecy.”Before writing for The Times, he dabbled in other topics, including NASCAR for Sports Business Journal, and the tobacco and alcohol industries for The Wall Street Journal.
It was during his time at The Journal that Mr. Mickle decided to take a bite of the Apple beat.",07/31/2024,Josh Ocampo,www.nytimes.com,https://www.nytimes.com/2024/07/31/insider/apple-beat.html,40,540,en
"Meta Says It Will Continue Spending, as Growth Surges","For months, Meta and other big technology companies have spent heavily to build artificial intelligence technologies, which show no immediate signs of yielding profits.
For months, the companies have also delivered a consistent message about the investments: Trust us.
On Wednesday, Meta, which owns Facebook, Instagram and WhatsApp, showed it was not changing course.
Meta also raised part of its spending forecast, saying its expenditures for the year would total $37 billion to $40 billion, up from a prior estimate of $35 billion to $40 billion.
“To do that, we need access to the leading technology and not be constrained by what competitors allow us to do.”",07/31/2024,Mike Isaac,www.nytimes.com,https://www.nytimes.com/2024/07/31/technology/meta-earnings-artificial-intelligence.html,53,663,en
More Than 100 Silicon Valley Investors Pledge to Support Kamala Harris,"More than 100 venture capitalists said on Wednesday that they had pledged to vote for Vice President Kamala Harris in November and had solicited donations for her presidential campaign, in a rejoinder to the splintering among tech leaders over whom to support in the election.
The group includes Reid Hoffman, a founder of LinkedIn; Vinod Khosla of Khosla Ventures; Mark Cuban, the former principal owner of the Dallas Mavericks; Ron Conway, a well-known angel investor; and the billionaire Chris Sacca.
“We are pro-business, pro-American dream, pro-entrepreneurship and pro-technological progress,” the group said in a statement posted to their website, VCsForKamala.org.
“We also believe in democracy as the backbone of our nation.” The website asks people to sign a pledge to support Ms. Harris and another to donate to her campaign.
The effort was buttressed by another group of tech entrepreneurs and workers called Tech For Kamala, which also wrote a letter this week expressing “enthusiastic and unwavering support for Vice President Harris.” The letter gathered more than 550 signatures in two days.",07/31/2024,"Theodore Schleifer, Mike Isaac, Erin Griffith",www.nytimes.com,https://www.nytimes.com/2024/07/31/technology/silicon-valley-investors-support-kamala-harris.html,70,1107,en
Trolls Used Her Face to Make Fake Porn. There Was Nothing She Could Do.,"“Hi, just wanted to let you know that somebody is sharing pictures of you online and discussing you in quite a grotesque manner,” it began.
She asked for evidence, and the sender responded with pixelated screenshots of a forum thread that included photos of her.
Eventually, with a friend’s help, she found a set of archived pages from the notorious forum site 4chan.
She was standing in front of a full-length mirror with her head tilted to the side, smiling playfully.
“But I wasn’t wearing any clothes.”",07/31/2024,Coralie Kraft,www.nytimes.com,https://www.nytimes.com/2024/07/31/magazine/sabrina-javellana-florida-politics-ai-porn.html,71,506,en
Bangladesh PM Hasina quits and flees as protesters storm palace,"Sheikh Hasina’s departure appears to have defused the high tension in Dhaka, where more deadly protests were feared on Monday.
Bangladesh’s Prime Minister Sheikh Hasina has resigned and fled the country, the army chief has said, following weeks of deadly demonstrations.
Hasina, who had ruled the country for two decades, boarded a military helicopter, an aide told Al Jazeera, after crowds ignored a national curfew to storm her palace in Dhaka.
It also showed large crowds of protesters out in the street in scenes of jubilation as the news of the departure of Hasina started spreading.
The government responded by shutting down universities and using the police and military to crack down on protesters.",08/05/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/5/bangladesh-pm-hasina-quits-and-flees-as-protestors-storm-palace-reports,63,706,en
"Iran and Hezbollah attack on Israel imminent, Blinken tells G7: Report","US Secretary of State Antony Blinken has warned that Iran and Hezbollah may attack Israel within the next 24 to 48 hours.
The unconfirmed report from US publication Axios was released on Monday, as fears grew of a regional war in the Middle East.
Iran and Hezbollah have pledged to retaliate for the killing of the top leaders of Hamas and Hezbollah last week.
Quoting three unnamed sources, Axios reports that Blinken told G7 counterparts in a conference call that Iran and Hezbollah could launch an attack against Israel as early as Monday.
Blinken told his G7 counterpart that the United States hopes to halt the escalation by persuading Iran and Hezbollah to limit their attacks and restrain any Israeli response.",08/05/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/5/iran-and-hezbollah-attack-on-israel-imminent-blinken-tells-g7-report,70,717,en
"Far-right rioters attack asylum seeker hotels in UK’s Rotherham, Tamworth","Days of unrest continue in the United Kingdom as Prime Minister Keir Starmer says rioters will be ‘brought to justice’.
Far-right demonstrators have attacked at least two hotels housing asylum seekers as the United Kingdom grapples with its worst riots in 13 years.
According to police, false rumours were spread online that the 17-year-old suspect in the knife attack was a Muslim immigrant.
This is the moment rioters set fire to grass in Rotherham with police holding the line across from them.
This explosion of racist violence across the country is the result of years of far-right agitation,” the group said.",08/04/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/4/far-right-rioters-attack-hotel-housing-asylum-seekers-in-uk,73,614,en
Mali cuts diplomatic ties with Ukraine over Wagner attack controversy,"Move follows Kyiv’s official’s comments on attacks late last month targeting Malian soldiers and mercenaries from Russia’s Wagner group.
Mali has announced it is severing diplomatic ties with Ukraine, accusing a senior official of having admitted Kyiv’s role in a heavy defeat in July that killed dozens of mercenaries from Russia’s Wagner group as well as Malian soldiers.
Ukraine’s actions violated Malian sovereignty and constituted unacceptable foreign interference and support for international terrorism, according to Maiga.
Mali’s army has admitted it suffered a “large number” of deaths during the clashes but has not released figures.
They have also moved closer to Russia, and Wagner has been operating in Mali since late 2021, replacing French troops and international peacekeepers.",08/05/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/5/mali-breaks-off-diplomatic-ties-with-ukraine,69,793,en
Japan’s Nikkei slumps more than 10 percent in worst losses since 1987,"Fears about the health of the US economy are hitting Japan’s stock market and share indices around Asia.
Japanese stocks have recorded their biggest losses since October 1987, extending last week’s sell-off spurred by concerns the United States’ economy may be weaker than previously thought.
The Nikkei share average was down 10.01 percent or 3,595.30 points to 32,314.40 in the early afternoon, its lowest in months.
Keep reading list of 2 items list 1 of 2 Japan’s stock market plunges over US economy fears list 2 of 2 Is the US headed for a recession?
Equities in South Korea lost more than 5 percent in their worst fall since the onset of the COVID-19 pandemic in March 2020.",08/05/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/5/japans-nikkei-slumps-more-than-10-percent-in-worst-losses-since-1987,69,681,en
North Korea’s Kim Jong Un oversees transfer of missile launchers to border,"North Korea has been expanding its short-range weaponry designed to overwhelm missile defences in neighbouring South Korea.
North Korean leader Kim Jong Un has presided over a ceremony to mark the delivery of 250 new tactical ballistic missile launchers to military units at the border.
Addressing the crowds, Kim described the launchers as an “up-to-date tactical attack weapon” that he had “personally designed”.
North Korea has long condemned joint drills between the United States and South Korea as a rehearsal for invasion.
North Korea has moved troops to the border, ramped up weapons testing and sent hundreds of balloons stuffed with rubbish to South Korea.",08/05/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/5/north-koreas-kim-jong-un-oversees-transfer-of-missile-launchers-to-border,74,666,en
"Russia-Ukraine war: List of key events, day 892","Russia-Ukraine war: List of key events, day 892As thw war enters its 892nd day, these are the main developments.",08/05/2024,,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/5/russia-ukraine-war-list-of-key-events-day-892,47,112,en
Nikkei 225: Japanese stocks crash in biggest one-day drop ever as global market rout intensifies,"Hong Kong/London CNN —Japanese stocks suffered their biggest ever daily loss Monday as fears about a US economic slowdown sent shock waves through global markets.
The Nikkei 225 index of leading stocks in Tokyo lost a staggering 4,451 points, its biggest drop in history.
The index closed more than 12% down, taking its losses since early July to 25% and entering bear market territory.
He was referring to “Black Monday” in October 1987, when global markets plunged and the Nikkei lost 3,836 points.
The Nikkei closed down 5.8% Friday, as traders fretted about the impact of a stronger yen on Japanese companies.",08/04/2024,"Laura He, Marc Stewart, Mark Thompson",edition.cnn.com,https://edition.cnn.com/2024/08/04/business/japan-nikkei-stock-rout-intl-hnk/index.html,96,613,en
Live updates: Global stock markets plunge,"Investors are concerned that the US economy may be slowing down faster than they expected.
So they’re getting out of risky bets — and that’s particularly true for one of the riskiest markets: cryptocurrencies.
Investors had been more open to risk over the past couple years as the economy rebounded from the pandemic.
Some investors had also viewed crypto as way of shielding their money from the impact of inflation.
Now, investors are more concerned about the slowing job market, which could lead the Fed to cut rates.",08/05/2024,"David Goldman, Mark Thompson, Krystal Hur, Aditi Sangal, Cnn'S David Goldman, Cnn'S Laura He, Marc Stewart",edition.cnn.com,https://edition.cnn.com/business/live-news/global-stock-markets-plunge/index.html,41,520,en
Harris’ whirlwind search for running mate enters final hours as she prepares to take new Democratic ticket on the road,"CNN —Vice President Kamala Harris is making the biggest decision of her two-week-old presidential campaign as she chooses a running mate and prepares to introduce the new Democratic ticket to voters in several key battleground states this week.
The whirlwind vice presidential search entered its final hours Sunday after Harris had interviewed three final contenders — Gov.
It was four years ago this week that Biden announced his decision to choose Harris as his running mate.
Brian Kemp, who revealed last month that he did not support Trump in the state’s GOP primary.
Harris’ campaign has said she will attend the ABC News event, and taunted the former president for backing out of that event.",08/05/2024,"Arit John, Jeff Zeleny",edition.cnn.com,https://edition.cnn.com/2024/08/05/politics/harris-vice-presidential-search-2024/index.html,118,697,en
Inside the legal plans by foes of Donald Trump and Project 2025 to fight his second-term agenda,"(Trump himself has tried to distance himself from Project 2025 but many of his policies and goals overlap.)
“Honestly, the Trump administration was often sloppy in the way they rolled out these executive orders, including the first Muslim travel ban,” Washington Attorney General Bob Ferguson told CNN, referring to the Trump ban on migrants from several Muslim-majority countries that was the target of one of nearly 100 lawsuits brought by the Evergreen State against the Trump administration.
“This time around, Project 2025 provides a very thorough overview over the issues in which a leading conservative organization, like the Heritage Foundation, is likely to push the Trump administration,” Romero said.
Part of the Project 2025 effort has been to collect and vet thousands of potential staffers to serve up and down the federal bureaucracy of a future Trump administration.
The ACLU, meanwhile, has been rolling out a series of analyses of possible legal and legislative responses to potential Trump policies.",08/05/2024,Tierney Sneed,edition.cnn.com,https://edition.cnn.com/2024/08/05/politics/the-trump-administrations-most-frequent-courtroom-foes-are-preparing-a-legal-war-against-his-second-potential-term/index.html,95,1018,en
We’re about to get the most detailed explanation yet for Boeing’s terrifying mid-air blowout,"It was a combination of the skill of the flight crew and good luck that no one was killed.
But there were problems with five rivets near where the door plug was installed, and Boeing workers removed the door plug in order to fix those rivets.
It would have had much more difficulty making it safely to the ground if the door plug had failed hours, rather than minutes, from the nearest runway.
But the probe is only one of the problems Boeing faces because of the incident.
He has faced harsh criticism for many of Boeing’s problems, with more than a dozen whistleblowers at the company complaining to congressional investigators that they faced pressure and retaliation for flagging safety problems in the company’s assembly process.",08/05/2024,Chris Isidore,edition.cnn.com,https://edition.cnn.com/2024/08/05/business/boeing-alaska-air-ntsb-hearing/index.html,92,734,en
Why this Democratic senator is distancing himself from Harris’ campaign,"How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues",08/04/2024,Jodi Upchurch,edition.cnn.com,https://edition.cnn.com/2024/08/04/politics/video/ohio-senator-sherrod-brown-kamala-harris-reaction-raju-digvid,71,206,en
Electrify America: EV charging company moves to clamp down on charger hogs,"EV fast chargers – the big tall units that look like major appliances – aren’t generally designed to completely fill an EV’s batteries.
A line of EVs wait to charge at Electrify America chargers in East Brunswick, New Jersey, on July 6.
At 10 of the busiest EV fast charging stations in California, Electrify America has enacted a strict limit.
There can also be other legitimate reasons a driver may want to charge to 100% at a fast charger, said Barrosa.
Cases like these are why Electrify America probably won’t institute an overall charging cap at charging stations near major highways, he said.",08/04/2024,Peter Valdes-Dapena,edition.cnn.com,https://edition.cnn.com/2024/08/04/business/electric-vehicles-ev-charging/index.html,74,599,en
Warren Buffett’s Berkshire Hathaway cuts stake in Apple by nearly 50%,"CNN —Warren Buffett’s Berkshire Hathaway slashed its stake in tech giant Apple by nearly 50%, according to Berkshire’s second quarter earnings report released on Saturday.
Berkshire Hathaway disclosed its holdings in Apple were valued at $84.2 billion at the end of the quarter, dropping from 790 million shares to 400 million shares.
Berkshire Hathaway has previously downsized its stake Apple, which has a market cap over $3.3 trillion.
In the final three months of 2023, Berkshire Hathaway sold off 10 million shares of Apple stock, representing about 1% of its holdings in the company.
Along with Apple, Berkshire cut its stake in its second largest position, Bank of America, to $41.1 billion.",08/03/2024,Robert Ilich,edition.cnn.com,https://edition.cnn.com/2024/08/03/business/berkshire-hathaway-apple-stock/index.html,69,698,en
Scam victims on Zelle rarely get their money back. A new bill could fix that,"Bank transfer or payment fraud losses spiked by nearly 150% over that span to $1.9 billion.
The big banks that run Zelle in particular “rarely” reimburse customers duped by scammers, according to a recent Senate investigation.
So Democrats in Congress are introducing new legislation that would seek to crack down on payment scams by closing loopholes in existing law.
For instance, Zelle says that while customers hurt by unauthorized activity are “typically” able to get their money back, victims of scams may not.
Under pressure from lawmakers, last year banks on Zelle began refunding some victims of imposter scams.",08/02/2024,Matt Egan,edition.cnn.com,https://edition.cnn.com/2024/08/02/business/zelle-fraud-scam-payment/index.html,76,620,en
Judge overseeing election subversion case against Trump in DC rejects another effort to dismiss case,"CNN —A day after getting the election subversion case against Donald Trump back, the presiding federal judge rejected another effort by the former president to have the case dismissed.
Earlier this summer, the Supreme Court granted Trump sweeping immunity for official acts as president, and the case, brought by special counsel Jack Smith, is now back in the hands of Judge Tanya Chutkan in Washington, DC.
The judge also found that Trump’s suggestions that Biden attempted to influence prosecutors was unfounded.
In her ruling Saturday, Chutkan rejected Trump’s arguments that the case in Washington was brought only because Trump pleaded not guilty to charges of mishandling classified information in Florida — a case that was recently dismissed.
“Defendant’s decision to enter a not guilty plea in Florida does not establish a realistic likelihood that this prosecution was vindictive,” Chutkan wrote.",08/03/2024,Holmes Lybrand,edition.cnn.com,https://edition.cnn.com/2024/08/03/politics/judge-chutkan-declines-to-dismiss-election-subversion-case-against-trump/index.html,100,905,en
"Republicans for Harris launches, aiming for Biden-like appeal to anti-Trump voters","The rollout will include outreach from Republicans to Republicans, targeted ads and themed events as aides aim to convince voters that Kamala Harris is not a “San Francisco radical” and that Donald Trump and others have changed.
Weatherford had just started gearing up with the Republicans for Biden effort in June when the race took a turn.
Harris aides have quickly announced changes to many of her previous more liberal positions.
In the time since, though, Pence has added several posts critical of Harris’ positions on taxes and job growth.
“We want Republicans talking to Republicans,” Weatherford said, “because we think that’s the best way to make it work.”CORRECTION: This story has been updated to reflect the correct spelling of former Rep. Denver Riggleman’s last name.",08/04/2024,Edward-Isaac Dovere,edition.cnn.com,https://edition.cnn.com/2024/08/04/politics/republicans-for-harris-anti-trump-gop-voters/index.html,82,781,en
An inside look at the Supreme Court and 3 key justices,"CNN —The US Supreme Court holds immense power over Americans’ lives but is incredibly tight-lipped about how it reaches decisions.
Do they care about the perception that the Supreme Court is out of step with the country?
How do you think that proposal is going over at the Supreme Court?
WOLF: If Trump wins, do you expect any justices would retire?
BISKUPIC: If Trump wins, the leading candidates for retirement would be Justices Clarence Thomas (age 76) and Alito (age 74).",08/03/2024,Zachary B. Wolf,edition.cnn.com,https://edition.cnn.com/2024/08/03/politics/supreme-court-justices-what-matters/index.html,54,475,en
Trump and Vance rally in battleground Georgia looking to put recent struggles behind them,"“Now they’re saying, ‘Oh, isn’t she wonderful, isn’t she wonderful?’ No, she’s not wonderful,” Trump told the crowd in Atlanta.
The Harris campaign said Saturday she would attend the ABC News event, regardless of Trump’s plans.
Ohio Sen. JD Vance arrives onstage for the campaign rally in Atlanta on August 3, 2024.
“My problem with Vice President Harris is the policy choices she’s made.”Trump, however, is not shying away from the controversial and false claims about Harris’ heritage.
A senior Trump campaign official told CNN that the campaign would not “shy away” from the former president’s comments.",08/03/2024,"Arit John, Kate Sullivan, Alayna Treene",edition.cnn.com,https://edition.cnn.com/2024/08/03/politics/trump-vance-georgia-election/index.html,89,606,en
How Biden feels about some of Harris’ top running mate candidates,"CNN —President Joe Biden acknowledged to reporters Friday morning that he and Vice President Kamala Harris have spoken about her upcoming decision on a vice presidential running mate.
Biden is a “big fan of Shapiro’s,” a senior adviser to the president told CNN.
In January, Walz was among a group of Democratic elected officials that joined Biden at an infrastructure event in Superior, Wisconsin.
Harris is in the final stages of choosing her running mate and is expected to meet with the top finalists – including Walz, Shapiro, Kelly, Kentucky Gov.
Harris and her vice presidential pick will spend next week campaigning across the battleground states, starting with a Tuesday night rally in Philadelphia.",08/02/2024,"Mj Lee, Samantha Waldenberg",edition.cnn.com,https://edition.cnn.com/2024/08/02/politics/joe-biden-kamala-harris-running-mate-candidates/index.html,65,708,en
Russia pulled back weapons shipment to Houthis amid US and Saudi pressure,"For the Houthis to engage in that kind of weapons transaction, moreover, “would demonstrate to us a lack of commitment” by the Houthis to peace talks, the official said.
Currently, the Houthis “appear to be drifting further away from a commitment to a negotiated peace in Yemen,” the official said.
And while the imminent weapons transfer was pulled back, Russia did deploy military personnel to Yemen to help advise the Houthis over a three-day period in late July, the sources said.
The Russians carried bags with them, but nothing that appeared large enough to carry weapons or weapons components, the sources said.
It is not clear whether the Russian ships were carrying the equipment that Russia had been preparing to transfer to the Houthis before the Kremlin abandoned the plan.",08/02/2024,"Natasha Bertrand, Katie Bo Lillis",edition.cnn.com,https://edition.cnn.com/2024/08/02/politics/russia-weapons-houthis-saudi-arabia/index.html,73,785,en
Harris is 'Biden's co-pilot' on 'Bidenomics' policies that prompted woeful jobs numbers: Trump camp,"The Trump campaign is calling Vice President Kamala Harris President Biden's ""co-pilot"" in the ""Bidenomics"" that led to the poor July jobs numbers, which brought the unemployment rate in the U.S. to the highest level in nearly three years.
The unemployment rate also unexpectedly inched higher to 4.3% against expectations that it would hold steady at 4.1%.
""Kamala Harris has proudly and repeatedly celebrated her role as Joe Biden’s co-pilot on ‘Bidenomics,'"" Trump campaign national press secretary Karoline Leavitt said Friday.
But Harris’ campaign is blaming former President Donald Trump for the latest negative jobs report—nearly a full term after he left office.
Singer added: ""We’ve made significant progress, but Vice President Harris knows there’s more work to do to lower costs for families.""",No date available,Brooke Singman,www.foxnews.com,https://www.foxnews.com/politics/trump-campaign-says-harris-bidens-co-pilot-bidenomics-amid-woeful-jobs-numbers,99,804,en
Watchdog claims victory over Pentagon animal testing as lawmakers demand accounting of taxpayer funds,"After several lawmakers criticized the Pentagon for sanctioning painful experiments on dogs, an animal-testing watchdog group said the Defense Department is only the latest agency to be exposed.
Davis added that public funds should never be used for such testing and that Congress must work to stop the practices.
Her fellow New York Republican, Michael Lawler, added that using taxpayer funds to experiment on animals is the ""last thing"" the Pentagon should be doing.
That must include the Biden administration, who have shown a propensity to testing on cats and dogs,"" he said.
Asked about the matter, Kim said it makes her wonder where else such testing is happening in the federal government.",No date available,Charles Creitz,www.foxnews.com,https://www.foxnews.com/politics/watchdog-claims-victory-over-pentagon-animal-testing-lawmakers-demand-accounting-taxpayer-funds,101,696,en
JD Vance Pioneered ‘New Right’ Economics. Trump May Not Embrace It.,"Senator JD Vance of Ohio, the Republican vice-presidential nominee, is a pioneer in what friends and critics alike call a new form of Republican economic thinking.
It’s a vision to steer the economy toward advancing socially conservative goals, even when those policies defy conservative orthodoxy about government intervention in private markets.
Mr. Vance has built his brief political career on that new brand of economic populism.
He has championed efforts to reward families for having children, with tax breaks that some Republican economists say discourage people from working.
“He’s a social conservative first,” said Michael R. Strain, an economist at the conservative American Enterprise Institute in Washington who has known Mr. Vance and discussed policy with him for years, well before he decided to enter politics.",08/02/2024,"Jim Tankersley, Andrew Duehren",www.nytimes.com,https://www.nytimes.com/2024/08/02/us/politics/jd-vance-new-right-economics.html,67,828,en
"Jolted by Soft Jobs Report, Stocks Tumble to End a Turbulent Week","Wall Street was jolted by rising economic uncertainty on Friday, and stocks skidded, capping off a turbulent week with a sharp decline.
Friday’s drop followed a report on U.S. hiring in July that was far weaker than expected, startling investors into worrying that the Federal Reserve has been too slow to cut interest rates.
Traders were already growing uneasy about the state of the economy, as well as the prospects for the big technology stocks that had underpinned a market rally for much of the year, but the jobs report intensified the focus on the risks.
Small stocks, yields on government bonds, and oil prices, all of which are sensitive to expectations for the economy, dropped too.
Employers in the U.S. added 114,000 jobs in July, on a seasonally adjusted basis, much fewer than economists had expected and a significant drop from the average of 215,000 jobs added over the previous 12 months, the Labor Department said.",08/02/2024,Danielle Kaye,www.nytimes.com,https://www.nytimes.com/2024/08/02/business/economy/stocks-drop-economy-jobs.html,65,933,en
U.S. Sues TikTok Over Child Privacy Violations,"The Justice Department sued TikTok on Friday, accusing it of illegally collecting children’s data and escalating a long-running battle between the U.S. government and the Chinese-owned app.
TikTok broke the law by gathering personal information from users under the age of 13 without their parents’ permission, according to the government’s complaint.
The company knowingly allowed children under 13 to create and use TikTok accounts, the government said, and frequently failed to honor parents’ requests to delete their children’s accounts.
The lawsuit, which was filed in a federal court in Southern California, said those practices violated both the Children’s Online Privacy Protection Act, a law that restricts the online tracking of children, and a 2019 agreement between TikTok and the government in which the company pledged to notify parents before collecting children’s data and remove videos from users under 13 years old.
The suit, which also names TikTok’s Chinese parent company, ByteDance, asks for the court to fine the companies over the violations.",08/02/2024,"David Mccabe, Sapna Maheshwari",www.nytimes.com,https://www.nytimes.com/2024/08/02/technology/tiktok-doj-child-privacy.html,46,1066,en
Tech Bosses Preach Patience as They Spend and Spend on A.I.,"Mark Zuckerberg, Meta’s chief executive, started 2023 by declaring it the “year of efficiency.” Like several of its big tech peers, Meta cut jobs and mothballed expansion plans.
Mr. Zuckerberg started this year saying his company would spend more than $30 billion in 2024 on new tech infrastructure.
On Wednesday, he increased it to at least $37 billion.
And he said Meta would spend even more next year.
Mr. Zuckerberg said he’d rather build too fast “rather than too late,” and allow his competitors to get a big lead in the A.I.",08/02/2024,Karen Weise,www.nytimes.com,https://www.nytimes.com/2024/08/02/technology/tech-companies-ai-spending.html,59,531,en
How 2024 Became the Zoom Election,"A month ago, if you had asked me which tech platforms would play a major role in the 2024 presidential campaign, I might have said TikTok or Facebook.
I may have even theorized that X would still play a role despite its hard-right turn under Elon Musk’s ownership.
What I wouldn’t have guessed is that this year’s breakout campaign tech would be Zoom — the unassuming videoconferencing app made famous during the pandemic and kept aloft since then by legions of remote workers dialing into meetings.
But over the past several weeks, it has become a critical piece of campaign tech for Democrats hoping to elect Kamala Harris.
Star-studded Zoom rallies have drawn hordes of viewers, raised tens of millions of dollars and given enthusiastic Democrats an easy way to get involved.",08/05/2024,Kevin Roose,www.nytimes.com,https://www.nytimes.com/2024/08/05/technology/how-2024-became-the-zoom-election.html,33,778,en
"Harris’s Brother-in-Law, a Corporate Executive, Emerges as a Close Adviser","Vice President Kamala Harris had a secret weapon on hand as she worked the phones in the hours after President Biden dropped his re-election bid and endorsed her.
Tony West, her brother-in-law and the chief legal officer at Uber, was with Ms. Harris in the vice president’s residence when she received the news, and he spent the afternoon helping her reach out to would-be supporters.
Since that Sunday, Mr. West has emerged as a major force behind Ms. Harris’s campaign and its record-setting fund-raising, but also as a concern for some progressives who want her to take a hard line against big business.
Ms. Harris’s campaign brought on several senior political operatives on Friday, some of whom worked on former President Barack Obama’s campaigns, to add to the team that had been assembled to re-elect Mr. Biden.
But none has the advantage of family ties like her brother-in-law, who has held top positions in the Justice Department and corporate America while advising Ms. Harris’s campaigns since she ran for San Francisco district attorney in 2003.",08/04/2024,"Kate Kelly, Noam Scheiber, Kenneth P. Vogel",www.nytimes.com,https://www.nytimes.com/2024/08/04/us/politics/kamala-harris-tony-west.html,74,1057,en
